queue,folder,url,id,type,pageUpdated
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,RC22v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,RC22v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,RC22v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/providers/,RC22v3,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,RC25v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,RC22v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/fastconnect/regions-by-partner/,CC02,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC78,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,RC78,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/health-checks/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RC04,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RC29,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RC30,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/,RC31,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC78,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/pricing/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/pricing/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/pricing/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/pricing/,RC34v2,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/load-balancing/pricing/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/pricing/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/pricing/,RC25v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/pricing/,RC22v3,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/pricing/,RC34v2,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RH03,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RC30v1,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RC36,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RC29,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RC30,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/,RC31,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/service-gateway-supported-services/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/service-gateway-supported-services/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/service-gateway-supported-services/,CC01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/service-gateway-supported-services/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/service-gateway/service-gateway-supported-services/,CC01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,RC35,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,RC36v4,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,RC97,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/traffic-management/,RC22v2,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RH03,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC30v1,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC04,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC36,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC29,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC30,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/,RC31,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/faq/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/faq/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/faq/,RC25v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/faq/,RC22v3,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/virtual-cloud-network/faq/,CB105,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC68,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC35,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC36v4,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC97,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/,RC22v2,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/faq/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/faq/,RC98,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/faq/,RT01,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/vpn-connect/faq/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC23v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC57,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC78,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC25,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/networking/what-is-cloud-networking/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC23v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC25v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC61v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC61v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC61v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC57,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-aws/,RC54,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC23v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC25v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC61v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,CC02v5,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC57,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-google-cloud/,RC54,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RH09v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC66,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC102,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC43v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC46,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC10v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oci-vs-microsoft-azure/,RC11v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RH03v4,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC59v4,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC68,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC62v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC69,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC04,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC13v1,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC70,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC71,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC10,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC29,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC11,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC71,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC37v1,a11y-ready,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC30,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/,RC31,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,CT12,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RH03v3,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC70v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC24v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC57,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC47v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC29,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC71,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cloud/,RC30,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,CT12,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RH03v3,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC70v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC24v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC57,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC47v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC29,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/cx/,RC30,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,CT12,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RH03v3,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC70v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC24v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC57,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC59v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC47v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC29,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/finance/,RC30,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,CT12,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RH03v3,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC70v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC57,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC47v1,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC29,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/hcm/,RC30,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,U03v6,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC23v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC25,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC71,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC57,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/isv/,RC30,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,CT12,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RH03v3,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC24,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC70v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC24v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC57,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC47v1,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC29,a11y-true,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/scm/,RC30,a11y-unknown,false
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,CT12,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RH03v3,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24,a11y-true,true
technology,cloud,https://www.oracle.com/cloud/oracle-at-oracle/sustainability/,RC24v1,a11y-true,true
